Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Strand	Chromosome/scaffold name
ENSMUSG00000113985	35672282	35695118	9130015A21Rik	-1	12
ENSMUSG00000094111	10483087	10483465	Nutf2-ps2	-1	18
ENSMUSG00000102099	35167927	35188017	1700011B04Rik	1	13
ENSMUSG00000100949	32517013	32517403	Scgb1b13-ps	1	7
ENSMUSG00000042942	10325177	10562940	Greb1l	1	18
ENSMUSG00000094827	32545759	32546767	Gm5327	1	7
ENSMUSG00000035371	8748432	8754587	Ssx9	1	X
ENSMUSG00000113548	35602544	35694682	Gm34047	1	12
ENSMUSG00000042992	134639510	134711187	Borcs5	1	6
ENSMUSG00000110837	35242123	35242743	Gm18729	-1	10
ENSMUSG00000094421	20035108	20040320	Gm20778	1	8
ENSMUSG00000081665	3731630	3739889	Gm15922	-1	7
ENSMUSG00000111753	35478827	35485396	1700054O05Rik	-1	10
ENSMUSG00000073928	104550133	104554422	Olfr651	1	7
ENSMUSG00000063314	94599385	94599795	Gm12657	1	4
ENSMUSG00000063953	35708675	35711892	Amd2	-1	10
ENSMUSG00000028577	94567514	94603244	Plaa	-1	4
ENSMUSG00000064325	79965851	80058006	Hhip	-1	8
ENSMUSG00000055030	92352143	92353449	Sprr2e	1	3
ENSMUSG00000110458	20122384	20122494	Gm21769	1	8
ENSMUSG00000025155	120789201	120796403	Dus1l	-1	11
ENSMUSG00000082790	44387115	44387274	Gm12155	-1	11
ENSMUSG00000113542	19820739	19821678	Gm19154	1	13
ENSMUSG00000027004	80411970	80447625	Frzb	-1	2
ENSMUSG00000030427	3908280	3915503	Lilra6	-1	7
ENSMUSG00000089697	23853159	23858647	Gm15947	-1	17
ENSMUSG00000108610	16647383	16647789	Gm29725	-1	7
ENSMUSG00000029882	41030268	41035509	2210010C04Rik	-1	6
ENSMUSG00000085196	6268795	6276605	Gm14963	-1	19
ENSMUSG00000071816	8803691	8809386	Ssxb5	1	X
ENSMUSG00000021414	34909960	34924310	Fam217a	-1	13
ENSMUSG00000022867	77013706	77116780	Usp25	1	16
ENSMUSG00000087350	7606084	7606813	Gm16254	-1	10
ENSMUSG00000108307	16648949	16657476	Ceacam-ps1	-1	7
ENSMUSG00000102015	27253916	27254608	Gm21476	1	Y
ENSMUSG00000050243	19995021	19995804	Gm5446	-1	13
ENSMUSG00000022231	32244810	32696341	Sema5a	1	15
ENSMUSG00000078795	16671331	16675705	Ceacam15	-1	7
ENSMUSG00000050635	92365187	92366442	Sprr2f	1	3
ENSMUSG00000049721	3983636	3999326	Gal3st1	1	11
ENSMUSG00000110865	35849310	35859450	Gm47046	-1	10
ENSMUSG00000111550	35838490	35854475	Gm49446	1	10
ENSMUSG00000005506	90940382	91019497	Celf1	1	2
ENSMUSG00000046203	92373915	92375229	Sprr2g	1	3
ENSMUSG00000096401	20136502	20151665	Gm21811	1	8
ENSMUSG00000082129	8830322	8830434	Gm14502	-1	X
ENSMUSG00000087140	31392578	31396579	Gm11376	1	13
ENSMUSG00000085620	31349901	31408922	G630018N14Rik	-1	13
ENSMUSG00000108370	16693817	16694369	Gm8209	-1	7
ENSMUSG00000079699	8843994	8849607	Gm6592	1	X
ENSMUSG00000108366	16719116	16719910	Gm5586	-1	7
ENSMUSG00000107538	84225252	84286603	Gm44127	1	6
ENSMUSG00000026825	32308471	32353338	Dnm1	-1	2
ENSMUSG00000075148	87753056	87753991	Olfr1141	-1	2
ENSMUSG00000107797	84412942	84423838	Gm10445	-1	6
ENSMUSG00000108166	134689859	134691302	Gm44017	1	6
ENSMUSG00000073436	24888486	24895087	Eme2	-1	17
ENSMUSG00000104334	6996037	7002508	Gm38282	1	15
ENSMUSG00000107926	84535876	84536321	4930504D19Rik	1	6
ENSMUSG00000092328	41937527	41980928	Vmn2r-ps57	-1	7
ENSMUSG00000081120	50050909	50051403	Gm12458	-1	4
ENSMUSG00000068816	87779483	87784572	Olfr152	1	2
ENSMUSG00000111299	15619857	15641224	4930540M03Rik	1	9
ENSMUSG00000028438	41390745	41464887	Kif24	-1	4
ENSMUSG00000063683	12633308	12653911	Glyat	1	19
ENSMUSG00000113030	17961150	17992533	Gm48778	-1	13
ENSMUSG00000083623	42047948	42050212	Gm7224	-1	7
ENSMUSG00000029614	121204481	121209241	Rpl6	1	5
ENSMUSG00000092032	42011284	42059023	Vmn2r59	-1	7
ENSMUSG00000021835	46383520	46390669	Bmp4	-1	14
ENSMUSG00000033917	118688545	118705778	Gde1	-1	7
ENSMUSG00000075054	17981330	17993349	Yae1d1	-1	13
ENSMUSG00000076462	41047340	41047995	Trbv2	1	6
ENSMUSG00000085767	26381526	26389018	Gm13563	1	2
ENSMUSG00000001901	106008124	106034549	Kcnh6	1	11
ENSMUSG00000068948	37106257	37106510	Olfr363-ps	-1	2
ENSMUSG00000104069	60779352	60781461	Gm37198	1	1
ENSMUSG00000102868	54152397	54155096	Gm37633	-1	1
ENSMUSG00000110987	36095876	36096495	Gm47048	1	10
ENSMUSG00000075377	37101706	37117910	Olfr362	-1	2
ENSMUSG00000085965	60778843	60803790	2310016D23Rik	1	1
ENSMUSG00000083118	60792490	60793832	Gm11609	1	1
ENSMUSG00000026927	26382802	26389316	Entr1	-1	2
ENSMUSG00000086795	60776665	60781834	Gm11579	-1	1
ENSMUSG00000085166	34650718	34652477	Gm15522	1	5
ENSMUSG00000109738	80086205	80086697	Gm33096	-1	8
ENSMUSG00000082491	80110806	80112086	Gm5909	-1	8
ENSMUSG00000092281	42020836	42021483	Hmgb1-ps7	1	7
ENSMUSG00000109593	80128194	80138667	Gm45431	-1	8
ENSMUSG00000078198	37139322	37148585	Olfr364-ps1	1	2
ENSMUSG00000074064	119394878	119411102	Mlycd	1	8
ENSMUSG00000066306	101934111	102014964	Numa1	1	7
ENSMUSG00000024743	10389090	10453180	Syt7	1	19
ENSMUSG00000086043	43631539	43641533	Gm12473	-1	4
ENSMUSG00000110294	80195199	80197656	Gm45430	1	8
ENSMUSG00000114077	17960852	17961416	Gm48776	-1	13
ENSMUSG00000083620	12857397	12858390	Gm15529	1	6
ENSMUSG00000069565	80261486	80288408	Dazap1	1	10
ENSMUSG00000024943	23206451	23273897	Smc5	-1	19
ENSMUSG00000095358	23217332	23218255	Vmn1r165	1	7
ENSMUSG00000108050	12917525	12918467	Gm44472	1	6
ENSMUSG00000042826	69796068	69801857	Fgf11	-1	11
ENSMUSG00000101198	27355544	27358781	Gm29021	-1	Y
ENSMUSG00000048550	21205724	21215009	Thnsl1	1	2
ENSMUSG00000079261	46379414	46383608	Gm15217	1	14
ENSMUSG00000092462	23229054	23229758	Vmn1r-ps83	-1	7
ENSMUSG00000096073	23250762	23251682	Vmn1r166	-1	7
ENSMUSG00000090026	111730094	111731831	Gm15996	-1	12
ENSMUSG00000084170	4002457	4002805	Gm11954	1	11
ENSMUSG00000090193	111726392	111727127	Gm15995	1	12
ENSMUSG00000098052	13055595	13056597	Gm5300	-1	6
ENSMUSG00000107035	37686239	37687195	Ybx1-ps2	-1	6
ENSMUSG00000074417	3884242	3898120	Gm14548	-1	7
ENSMUSG00000037787	111713261	111755053	Apopt1	1	12
ENSMUSG00000099955	27393538	27396874	Gm28880	1	Y
ENSMUSG00000086746	46387519	46389282	Gm15222	1	14
ENSMUSG00000080242	37806086	37806550	Atp6v0c-ps2	1	6
ENSMUSG00000074419	3816781	3825687	Gm15448	-1	7
ENSMUSG00000109024	23270729	23271538	Gm18063	1	7
ENSMUSG00000099873	27434899	27435594	Gm28452	1	Y
ENSMUSG00000106853	37865840	37866564	Gm7492	-1	6
ENSMUSG00000105111	113172487	113173306	Gm43310	-1	12
ENSMUSG00000094682	23272801	23278900	Gm6902	-1	7
ENSMUSG00000046259	92385685	92387324	Sprr2h	1	3
ENSMUSG00000051896	70913087	70918927	Tex37	-1	6
ENSMUSG00000084116	51190107	51190463	Gm12460	1	4
ENSMUSG00000031065	20687954	20699880	Cdk16	1	X
ENSMUSG00000079697	8874253	8880750	Gm5751	1	X
ENSMUSG00000020170	117069427	117148534	Frs2	-1	10
ENSMUSG00000041431	100778650	100786570	Ccnb1	-1	13
ENSMUSG00000037379	33198184	33218455	Spon2	-1	5
ENSMUSG00000098205	32604815	32605821	Gm9149	1	7
ENSMUSG00000076441	31470207	31520672	Ass1	1	2
ENSMUSG00000019792	30534225	30600749	Trmt11	-1	10
ENSMUSG00000109357	118688545	118688773	Gm45236	1	7
ENSMUSG00000044627	32278816	32288075	Swi5	-1	2
ENSMUSG00000101312	32622259	32622694	Gm21135	1	7
ENSMUSG00000099932	32647654	32649799	Scgb2b14-ps	-1	7
ENSMUSG00000099905	32656765	32657158	Scgb1b14-ps	1	7
ENSMUSG00000100613	32704477	32704939	Gm5058	-1	7
ENSMUSG00000055874	70956531	70961066	Foxi3	1	6
ENSMUSG00000100577	32705029	32705149	Gm29429	1	7
ENSMUSG00000042157	92407991	92409271	Sprr2i	1	3
ENSMUSG00000100903	32745301	32747062	Scgb2b31-ps	-1	7
ENSMUSG00000026247	87147655	87156521	Ecel1	-1	1
ENSMUSG00000081450	144355917	144356319	Gm11700	1	2
ENSMUSG00000103412	6940625	6951061	Gm37340	1	2
ENSMUSG00000072575	51114426	51117807	Eddm3b	1	14
ENSMUSG00000107446	71105606	71106511	Gm43906	-1	6
ENSMUSG00000087079	6884270	6886924	Gm13389	1	2
ENSMUSG00000062319	6950453	6951680	Gm10115	-1	2
ENSMUSG00000068396	71124610	71124963	Rpl34-ps1	1	6
ENSMUSG00000029189	53107083	53213927	Sel1l3	-1	5
ENSMUSG00000082313	144364127	144365627	Gm11701	-1	2
ENSMUSG00000002107	6539694	7509563	Celf2	-1	2
ENSMUSG00000021880	51123908	51132187	Rnase6	1	14
ENSMUSG00000020261	55204350	55236330	Slc36a1	1	11
ENSMUSG00000098031	135952798	135953783	Gm9341	1	7
ENSMUSG00000083890	31924989	31925868	Gm15703	1	16
ENSMUSG00000099633	84907473	84910700	Gm29071	1	Y
ENSMUSG00000116534	31933647	31935380	Gm49731	1	16
ENSMUSG00000045625	31933851	31946046	Pigz	1	16
ENSMUSG00000003402	22002806	22014222	Prkcsh	1	9
ENSMUSG00000100388	50770044	50773283	Gm29116	1	Y
ENSMUSG00000090482	8035859	8055842	Gm3675	-1	7
ENSMUSG00000108784	91689933	91691608	4930517G19Rik	-1	6
ENSMUSG00000108526	91709406	91711241	Gm45828	1	6
ENSMUSG00000091273	17223710	17227934	Gm6673	-1	5
ENSMUSG00000091449	20682594	20682963	Gm10269	-1	18
ENSMUSG00000030096	91684053	91759066	Slc6a6	1	6
ENSMUSG00000102079	85016800	85017495	Gm21879	-1	Y
ENSMUSG00000058818	3711409	3720391	Pirb	-1	7
ENSMUSG00000027864	101040232	101110278	Ptgfrn	-1	3
ENSMUSG00000027306	119618298	119651244	Nusap1	1	2
ENSMUSG00000026770	11642807	11693193	Il2ra	1	2
ENSMUSG00000034771	81574561	81590845	Tle2	1	10
ENSMUSG00000104174	12128643	12129742	Gm37701	-1	2
ENSMUSG00000033847	13324655	13360672	Pla2g4c	1	7
ENSMUSG00000026768	12106632	12301922	Itga8	-1	2
ENSMUSG00000039555	51216678	51250622	Cylc2	1	4
ENSMUSG00000024400	31804090	31907397	Wdr33	1	18
ENSMUSG00000115153	12194907	12196619	Gm49240	-1	15
ENSMUSG00000035951	109727465	109731726	Ascl3	-1	7
ENSMUSG00000115356	12198302	12198472	Gm2581	-1	15
ENSMUSG00000106050	15906688	15907647	Ass-ps1	1	7
ENSMUSG00000040614	26322473	26403700	Nlrp9c	-1	7
ENSMUSG00000029699	135960211	135974531	Ssc4d	-1	5
ENSMUSG00000096780	6438524	6467022	Tmem181b-ps	-1	17
ENSMUSG00000049354	106036872	106059324	Dcaf7	1	11
ENSMUSG00000004267	124760053	124769673	Eno2	-1	6
ENSMUSG00000037608	20312469	20344613	Bclaf1	1	10
ENSMUSG00000106288	107806362	107807707	Gm43593	-1	5
ENSMUSG00000083609	107844390	107844675	Gm16007	1	5
ENSMUSG00000104748	107868474	107869638	Gm43592	1	5
ENSMUSG00000108616	79536043	79560033	Gm35040	1	7
ENSMUSG00000105717	101084592	101087393	Gm43465	-1	3
ENSMUSG00000114985	51142870	51144117	1810028F09Rik	-1	14
ENSMUSG00000035896	51144998	51146785	Rnase1	-1	14
ENSMUSG00000108373	79577755	79579079	Gm45168	-1	7
ENSMUSG00000108776	79586648	79592613	Gm45169	-1	7
ENSMUSG00000059606	51162260	51163018	Rnase2b	1	14
ENSMUSG00000104101	11683126	11683546	Gm37881	1	2
ENSMUSG00000029517	18866318	18879586	Ankrd7	1	6
ENSMUSG00000115136	51167967	51168425	Ear-ps1	-1	14
ENSMUSG00000085033	106051151	106051852	Gm11646	-1	11
ENSMUSG00000082415	101206859	101207399	Gm12486	-1	3
ENSMUSG00000110882	15644283	15646091	Gm7642	1	9
ENSMUSG00000110786	15682902	15683535	Gm5119	1	9
ENSMUSG00000111788	40333951	40334320	Gm8948	1	10
ENSMUSG00000008601	88542029	88548300	Rab25	-1	3
ENSMUSG00000027425	144368983	144407676	Kat14	1	2
ENSMUSG00000109425	23283025	23283476	Gm18471	1	7
ENSMUSG00000004296	44400063	44414033	Il12b	1	11
ENSMUSG00000031021	109735834	109752875	Tmem9b	-1	7
ENSMUSG00000035910	25056004	25210706	Dcdc2a	1	13
ENSMUSG00000117880	43266936	43277654	Gm34517	1	19
ENSMUSG00000047509	43280798	43281697	Gm6776	1	19
ENSMUSG00000117682	43278634	43279207	Gm18379	-1	19
ENSMUSG00000074852	42786539	43388355	Hpse2	-1	19
ENSMUSG00000087365	53055046	53057190	C430049B03Rik	-1	X
ENSMUSG00000022832	34649921	34678618	Ropn1	1	16
ENSMUSG00000044441	12670439	12677277	Olfr1442	1	19
ENSMUSG00000002546	32287384	32307921	Golga2	1	2
ENSMUSG00000109147	109752320	109755278	4930431P19Rik	1	7
ENSMUSG00000111949	11505296	11505933	Gm48679	1	10
ENSMUSG00000116560	6511791	6528713	Gm2808	-1	17
ENSMUSG00000042305	134346097	134361979	Tmem183a	-1	1
ENSMUSG00000014748	83768885	83775813	Tex261	-1	6
ENSMUSG00000019836	51253025	51254027	Amd-ps4	-1	4
ENSMUSG00000081050	51892893	51894131	Gm12461	1	4
ENSMUSG00000108574	91711336	91713278	Gm44981	-1	6
ENSMUSG00000020609	7977648	8016835	Apob	1	12
ENSMUSG00000109309	12681771	12681915	Gm49772	1	19
ENSMUSG00000045030	12678112	12683851	Olfr1443	1	19
ENSMUSG00000117871	58091814	58096031	Gm50287	-1	19
ENSMUSG00000054843	57611034	58133343	Atrnl1	1	19
ENSMUSG00000104488	80728809	80730664	Gm38062	-1	1
ENSMUSG00000106251	104826330	104827904	Gm42658	-1	3
ENSMUSG00000106105	104915910	104916163	Gm4525	-1	3
ENSMUSG00000104231	32511803	32512344	Gm37592	-1	3
ENSMUSG00000038608	80501073	80758527	Dock10	-1	1
ENSMUSG00000027667	32510259	32520833	Zfp639	1	3
ENSMUSG00000045576	104864005	104930064	St7l	1	3
ENSMUSG00000085515	51968094	52051110	C630028M04Rik	-1	4
ENSMUSG00000049036	113185930	113189523	Tmem121	1	12
ENSMUSG00000028402	81278500	81442815	Mpdz	-1	4
ENSMUSG00000082494	80499230	80499511	Gm13687	1	2
ENSMUSG00000097952	32791496	32792487	Gm4398	1	7
ENSMUSG00000074418	3756905	3764030	Gm15930	-1	7
ENSMUSG00000080917	3788883	3799631	Gm15925	-1	7
ENSMUSG00000095079	113254830	113260236	Igha	-1	12
ENSMUSG00000082667	25130747	25131064	Gm11348	-1	13
ENSMUSG00000089942	3836812	3845051	Pira2	-1	7
ENSMUSG00000113066	34962902	34963060	Gm47217	-1	13
ENSMUSG00000031568	47533664	47552955	Rwdd4a	1	8
ENSMUSG00000098209	34940643	34941629	Gm8245	1	13
ENSMUSG00000072980	119609512	119618469	Oip5	-1	2
ENSMUSG00000021415	34924409	34955875	4933417A18Rik	1	13
ENSMUSG00000109325	23357125	23358069	Krt8-ps	1	7
ENSMUSG00000045693	23301192	23362277	Nlrp4e	1	7
ENSMUSG00000037890	65199696	65260415	Wdr19	1	5
ENSMUSG00000081528	123435617	123435934	Gm12924	1	4
ENSMUSG00000070427	102014885	102018690	Il18bp	-1	7
ENSMUSG00000081585	123630295	123630703	Gm12926	1	4
ENSMUSG00000087307	123665881	123671217	Gm12925	1	4
ENSMUSG00000039953	149586468	149648899	Clstn1	1	4
ENSMUSG00000115063	32619744	32623505	4930465K09Rik	-1	15
ENSMUSG00000098387	144368996	144373721	Pet117	1	2
ENSMUSG00000118295	31293121	31296689	Gm8437	-1	17
ENSMUSG00000047894	51195324	51199148	Ang2	-1	14
ENSMUSG00000028649	123349633	123684360	Macf1	-1	4
ENSMUSG00000027189	102300119	102407828	Trim44	-1	2
ENSMUSG00000024036	31286792	31350739	Slc37a1	1	17
ENSMUSG00000021416	34946614	34963810	Eci3	-1	13
ENSMUSG00000110396	136167086	136173296	Gm36737	-1	7
ENSMUSG00000054128	36185572	36190287	H2-T3	-1	17
ENSMUSG00000111080	30603195	30606634	Gm20300	-1	10
ENSMUSG00000086843	12300946	12312315	E030013I19Rik	1	2
ENSMUSG00000034151	75037907	75165034	Zbbx	-1	3
ENSMUSG00000048978	25252040	25270502	Nrsn1	-1	13
ENSMUSG00000028246	21931329	21996839	Faxc	1	4
ENSMUSG00000083306	102311914	102312207	Gm13868	-1	2
ENSMUSG00000048830	88773179	88774206	2310057N15Rik	-1	16
ENSMUSG00000086329	131298545	131299835	Gm14233	1	2
ENSMUSG00000074420	3860681	3869170	Gm10693	-1	7
ENSMUSG00000009047	88777896	88778728	Gm5965	1	16
ENSMUSG00000048911	131298064	131352892	Rnf24	-1	2
ENSMUSG00000116983	88798892	88820892	4930553J12Rik	1	16
ENSMUSG00000022931	88820215	88829844	Krtap15	1	16
ENSMUSG00000104901	34643264	34646096	Gm42692	1	3
ENSMUSG00000114427	25428169	25430127	F830002E08Rik	-1	13
ENSMUSG00000099437	34481428	34482207	Gm29135	-1	3
ENSMUSG00000110287	101980083	101980260	Gm45313	-1	7
ENSMUSG00000091987	2900989	2912206	Gm10352	1	Y
ENSMUSG00000083919	25455722	25456429	Tpi-rs8	1	13
ENSMUSG00000109872	101956975	101957285	Gm45312	-1	7
ENSMUSG00000080840	25582271	25583386	Gm11349	-1	13
ENSMUSG00000110150	101945962	101946513	Gm8523	-1	7
ENSMUSG00000074928	88818667	88826145	Krtap14	-1	16
ENSMUSG00000022833	34690616	34725202	Ccdc14	1	16
ENSMUSG00000105739	34183307	34184192	Gm5708	1	3
ENSMUSG00000074637	34650405	34652461	Sox2	1	3
ENSMUSG00000108635	96813869	96818306	Gm44633	-1	7
ENSMUSG00000053049	96791433	96801549	Gm15413	-1	7
ENSMUSG00000116636	88811440	88812220	Gm20741	-1	16
ENSMUSG00000079263	141971845	142011414	Gm6614	-1	6
ENSMUSG00000060691	88868917	88869411	Krtap19-1	-1	16
ENSMUSG00000105265	34104270	34682619	Sox2ot	1	3
ENSMUSG00000108528	96202896	96203536	Gm8319	-1	7
ENSMUSG00000085443	96812433	96817485	Gm15416	-1	7
ENSMUSG00000085792	96596652	96629069	Gm15414	-1	7
ENSMUSG00000099549	32806135	32806273	Gm29432	-1	7
ENSMUSG00000099728	2927358	2928252	Gm8510	1	Y
ENSMUSG00000057650	88873627	88874269	Krtap19-2	-1	16
ENSMUSG00000032740	29373658	29510808	Ccdc88a	1	11
ENSMUSG00000086302	114551289	114554016	Gm13790	1	5
ENSMUSG00000085560	96906826	96951886	C230038L03Rik	-1	7
ENSMUSG00000101667	2932582	2939416	Gm29289	1	Y
ENSMUSG00000026849	30960627	30967933	Tor1a	-1	2
ENSMUSG00000060469	88877513	88878038	Krtap19-3	-1	16
ENSMUSG00000101782	57125046	57128288	Gm28964	1	Y
ENSMUSG00000085751	96339483	96341964	Gm15412	-1	7
ENSMUSG00000106508	85887691	85889234	4933425M03Rik	1	3
ENSMUSG00000043982	88884786	88885089	Krtap19-4	-1	16
ENSMUSG00000107628	47585216	47585405	Gm44282	1	6
ENSMUSG00000082780	96435546	96436017	Rps11-ps5	-1	7
ENSMUSG00000042410	75832177	75931350	Agps	1	2
ENSMUSG00000029687	47530139	47595341	Ezh2	-1	6
ENSMUSG00000103993	85914643	85915117	Gm38030	1	3
ENSMUSG00000048078	96171246	96911093	Tenm4	1	7
ENSMUSG00000051802	88895968	88896457	Krtap19-5	-1	16
ENSMUSG00000059429	37188198	37206019	Olfr365	1	2
ENSMUSG00000055184	131527903	131539872	Fam72a	1	1
ENSMUSG00000053263	3305426	3331178	Gm12592	-1	11
ENSMUSG00000051839	80493781	80510542	Gypa	1	8
ENSMUSG00000020453	3288874	3309083	Patz1	1	11
ENSMUSG00000112151	11580086	11587244	Gm48680	1	10
ENSMUSG00000044330	85915783	85916070	Gm9790	1	3
ENSMUSG00000048643	88924054	88924219	Krtap19-9a	-1	16
ENSMUSG00000100802	50880164	50880859	Gm20889	-1	Y
ENSMUSG00000057174	88931804	88932265	Krtap19-9b	-1	16
ENSMUSG00000091561	31819862	31820519	Gm6665	-1	18
ENSMUSG00000101752	50954836	50955531	Gm20887	-1	Y
ENSMUSG00000111455	87786027	87786831	Olfr1142-ps1	1	2
ENSMUSG00000045455	11609223	11609835	Gm9797	1	10
ENSMUSG00000007209	16721929	16726132	Ceacam9	1	7
ENSMUSG00000106819	18882711	18884196	Gm43498	1	6
ENSMUSG00000068815	87800592	87804274	Olfr1143	1	2
ENSMUSG00000090034	81572612	81575940	Gm15917	-1	10
ENSMUSG00000098110	11939558	11940543	Gm26956	1	13
ENSMUSG00000074547	13332646	13333257	Rps8-ps4	-1	7
ENSMUSG00000112947	12047342	12052055	Gm47493	-1	13
ENSMUSG00000105222	34598519	34602248	Gm42205	-1	3
ENSMUSG00000111995	11824413	11841931	Gm48697	-1	10
ENSMUSG00000100449	85086652	85087347	Gm28757	-1	Y
ENSMUSG00000112233	11838623	11838895	Gm48698	-1	10
ENSMUSG00000105577	34416495	34418162	Gm34599	1	3
ENSMUSG00000033904	118712552	118737024	Ccp110	1	7
ENSMUSG00000092242	34427373	34435097	Gm20515	-1	3
ENSMUSG00000056124	20684599	20746404	B4galt6	-1	18
ENSMUSG00000028850	133574745	133584243	Gpatch3	1	4
ENSMUSG00000105284	34663659	34664289	Gm42693	-1	3
ENSMUSG00000021313	11553102	12106945	Ryr2	-1	13
ENSMUSG00000106525	34565265	34572202	Gm42695	-1	3
ENSMUSG00000092196	34298172	34351712	Gm38505	-1	3
ENSMUSG00000038722	145140362	145148078	Bud31	1	5
ENSMUSG00000112326	85829742	85833315	Gm19624	1	10
ENSMUSG00000001785	85829494	85889096	Pwp1	1	10
ENSMUSG00000024772	6276725	6300096	Ehd1	1	19
ENSMUSG00000024116	23868056	23873114	Prss21	1	17
ENSMUSG00000083815	37207051	37208073	Gm13435	1	2
ENSMUSG00000068947	37211574	37224506	Olfr366	1	2
ENSMUSG00000099821	32806369	32806831	Gm28408	1	7
ENSMUSG00000097972	32827683	32829662	Scgb2b15	-1	7
ENSMUSG00000008822	85272398	85288438	Acyp1	-1	12
ENSMUSG00000047586	28543596	28547254	Nccrp1	-1	7
ENSMUSG00000090293	82764282	82767288	Gm17034	1	6
ENSMUSG00000000628	82725025	82774454	Hk2	-1	6
ENSMUSG00000087674	19344317	19351050	4930447M23Rik	1	2
ENSMUSG00000030203	134715468	134792625	Dusp16	-1	6
ENSMUSG00000050766	51203391	51204338	Ear14	1	14
ENSMUSG00000110027	136268324	136318513	C030029H02Rik	1	7
ENSMUSG00000045064	85274286	85299358	Zc2hc1c	1	12
ENSMUSG00000083546	101233460	101233895	Tpt1-ps1	1	3
ENSMUSG00000101958	91487729	91490009	Gm19085	-1	1
ENSMUSG00000101990	85168102	85168797	Gm20856	-1	Y
ENSMUSG00000109201	28477327	28477852	Gm6518	-1	7
ENSMUSG00000096994	4192064	4195419	Ppp1ca	1	CHR_MG153_PATCH
ENSMUSG00000097064	4164323	4175478	Carns1	-1	CHR_MG153_PATCH
ENSMUSG00000097096	4099998	4113965	Pitpnm1	1	CHR_MG153_PATCH
ENSMUSG00000097132	4153603	4156750	Ptprcap	1	CHR_MG153_PATCH
ENSMUSG00000097319	4114446	4125858	Aip	-1	CHR_MG153_PATCH
ENSMUSG00000097394	4125987	4131729	Tmem134	1	CHR_MG153_PATCH
ENSMUSG00000097485	4097182	4099019	Cdk2ap2	1	CHR_MG153_PATCH
ENSMUSG00000097508	4231898	4233633	Pold4	1	CHR_MG153_PATCH
ENSMUSG00000097512	4215401	4215487	Gm26115	-1	CHR_MG153_PATCH
ENSMUSG00000097556	4169565	4174283	Gm17552	1	CHR_MG153_PATCH
ENSMUSG00000097629	4214237	4223489	Clcf1	1	CHR_MG153_PATCH
ENSMUSG00000097663	4057477	4059569	Gstp3	-1	CHR_MG153_PATCH
ENSMUSG00000097687	4135422	4144032	Cabp4	-1	CHR_MG153_PATCH
ENSMUSG00000097708	4183410	4191283	Tbc1d10c	-1	CHR_MG153_PATCH
ENSMUSG00000097721	4153990	4163353	Rps6kb2	-1	CHR_MG153_PATCH
ENSMUSG00000097733	4081578	4087340	Cabp2	1	CHR_MG153_PATCH
ENSMUSG00000097771	4148618	4154034	Coro1b	1	CHR_MG153_PATCH
ENSMUSG00000097808	4040285	4046023	Gstp2	-1	CHR_MG153_PATCH
ENSMUSG00000097830	4035407	4037985	Gstp1	-1	CHR_MG153_PATCH
ENSMUSG00000097846	4078298	4078512	Gm23927	-1	CHR_MG153_PATCH
ENSMUSG00000097905	4139786	4145739	Gpr152	1	CHR_MG153_PATCH
ENSMUSG00000097909	4195195	4201661	Rad9a	-1	CHR_MG153_PATCH
ENSMUSG00000098512	124355361	124363459	Nlrp4g	-1	CHR_MG132_PATCH
ENSMUSG00000098810	124291804	124312696	2010315B03Rik	-1	CHR_MG132_PATCH
ENSMUSG00000099077	124453796	124462462	Ppp2r3d	-1	CHR_MG132_PATCH
ENSMUSG00000105417	4078297	4078512	Gm23927	-1	CHR_MG153_PATCH
ENSMUSG00000106672	108783796	108806337	Ip6k2	1	CHR_MG117_PATCH
ENSMUSG00000106830	108795242	108795388	Gm23034	-1	CHR_MG117_PATCH
ENSMUSG00000106842	108844478	108844563	Gm23156	1	CHR_MG117_PATCH
ENSMUSG00000107055	108808368	108818844	Nckipsd	1	CHR_MG117_PATCH
ENSMUSG00000107138	108853283	108864918	Slc26a6	1	CHR_MG117_PATCH
ENSMUSG00000107174	108866488	108867432	Tmem89	1	CHR_MG117_PATCH
ENSMUSG00000107235	108888502	108901492	Uqcrc1	1	CHR_MG117_PATCH
ENSMUSG00000107269	108826320	108852969	Celsr3	1	CHR_MG117_PATCH
ENSMUSG00000107302	108823938	108825098	Gm35025	-1	CHR_MG117_PATCH
ENSMUSG00000107342	108901872	108902410	Gm37284	-1	CHR_MG117_PATCH
ENSMUSG00000107382	108825349	108825690	Gm37714	1	CHR_MG117_PATCH
ENSMUSG00000110807	124451157	124451930	Gm47183	1	CHR_MG132_PATCH
ENSMUSG00000110818	131603655	131605405	Gm42589	-1	CHR_MG171_PATCH
ENSMUSG00000110890	131345804	131346180	AC117622.1	-1	CHR_MG171_PATCH
ENSMUSG00000110939	131439312	131475016	Auts2	-1	CHR_MG171_PATCH
ENSMUSG00000110955	124344398	124347514	Gm47181	-1	CHR_MG132_PATCH
ENSMUSG00000111007	131391600	131414718	Gm29681	-1	CHR_MG171_PATCH
ENSMUSG00000111099	131577988	131578110	Gm27266	1	CHR_MG171_PATCH
ENSMUSG00000111150	124340783	124342618	Gm47179	-1	CHR_MG132_PATCH
ENSMUSG00000111402	4074378	4074537	AC109138.1	1	CHR_MG153_PATCH
